pert_in,k_pred,psts_explained,expl_known_psts
CAL101,PAK1,20,0.065
CAL101,BMPR1A,17,0.056
CAL101,PIM1,9,0.029
CAL101,DSTYK,8,0.026
CAL101,GAK,1,0.003
CAL101,BCKDK,15,0.049
CAL101,GRK6,36,0.118
CAL101,PRPK,12,0.039
CAL101,GRK3,22,0.072
CAL101,GSK3B,12,0.039
CAL101,STK33,12,0.039
CAL101,PLK2,28,0.092
CAL101,PLK3,23,0.075
CAL101,PIM2,16,0.052
CAL101,DAPK1,24,0.078
CAL101,CLK3,20,0.065
CAL101,GSK3A,15,0.049
CAL101,TGFBR2,2,0.007
CAL101,CLK2,21,0.069
CAL101,CAMK2B,22,0.072
CAL101,GRK4,23,0.075
CAL101,ULK1,3,0.010
CAL101,RIPK1,14,0.046
CAL101,PINK1,13,0.042
CAL101,ATM,10,0.033
CAL101,HIPK1,34,0.111
CAL101,CAMK2G,42,0.137
CAL101,HIPK2,37,0.121
CAL101,PRKX,19,0.062
CAL101,BMPR2,5,0.016
CAL101,GRK1,26,0.085
CAL101,PLK1,3,0.010
CAL101,MOS,18,0.059
CAL101,TGFBR1,21,0.069
CAL101,LATS2,9,0.029
CAL101,ACVR2A,19,0.062
CAL101,GRK7,24,0.078
CAL101,HUNK,6,0.020
CAL101,CDC7,11,0.036
CAL101,CAMK1D,24,0.078
CAL101,ACVR2B,21,0.069
CAL101,FAM20C,41,0.134
CAL101,CAMK2D,16,0.052
CAL101,HIPK4,35,0.114
CAL101,BMPR1B,19,0.062
CAL101,CAMK1G,14,0.046
CAL101,CLK4,30,0.098
CAL101,SRPK2,25,0.082
CAL101,DYRK1A,32,0.105
CAL101,GRK2,18,0.059
CAL101,CAMKK1,4,0.013
CAL101,GRK5,18,0.059
CAL101,PASK,20,0.065
CAL101,CAMK2A,23,0.075
CHIR99021,NUAK2,26,0.037
CHIR99021,TLK2,7,0.010
CHIR99021,TLK1,9,0.013
CHIR99021,PAK2,28,0.040
CHIR99021,LATS1,19,0.027
CHIR99021,NEK11,71,0.101
CHIR99021,SMG1,63,0.090
CHIR99021,PHKG2,77,0.110
CHIR99021,WNK3,31,0.044
CHIR99021,PRKD3,31,0.044
CHIR99021,DSTYK,20,0.029
CHIR99021,BMPR1A,45,0.064
CHIR99021,TSSK2,45,0.064
CHIR99021,BRSK2,51,0.073
CHIR99021,CAMK4,24,0.034
CHIR99021,IRAK1,15,0.021
CHIR99021,AKT3,31,0.044
CHIR99021,MARK1,55,0.079
CHIR99021,MARK4,28,0.040
CHIR99021,GRK6,62,0.089
CHIR99021,AKT1,28,0.040
CHIR99021,PAK3,20,0.029
CHIR99021,PRPK,82,0.117
CHIR99021,GRK3,41,0.059
CHIR99021,NUAK1,47,0.067
CHIR99021,RAF1,23,0.033
CHIR99021,NEK4,13,0.019
CHIR99021,PLK2,46,0.066
CHIR99021,NLK,42,0.060
CHIR99021,PAK5,78,0.111
CHIR99021,MAPKAPK5,30,0.043
CHIR99021,PKN1,76,0.109
CHIR99021,PLK3,42,0.060
CHIR99021,AKT2,27,0.039
CHIR99021,GSK3A,35,0.050
CHIR99021,TGFBR2,6,0.009
CHIR99021,BRSK1,32,0.046
CHIR99021,CLK3,50,0.071
CHIR99021,CAMK2B,35,0.050
CHIR99021,GRK4,51,0.073
CHIR99021,MARK2,53,0.076
CHIR99021,ATM,15,0.021
CHIR99021,HIPK2,48,0.069
CHIR99021,NEK6,13,0.019
CHIR99021,CAMK2G,75,0.107
CHIR99021,BMPR2,16,0.023
CHIR99021,GRK1,52,0.074
CHIR99021,PLK1,11,0.016
CHIR99021,MOS,101,0.144
CHIR99021,MYLK4,25,0.036
CHIR99021,TGFBR1,43,0.061
CHIR99021,ACVR2A,41,0.059
CHIR99021,SNRK,32,0.046
CHIR99021,TBK1,7,0.010
CHIR99021,GRK7,50,0.071
CHIR99021,HUNK,19,0.027
CHIR99021,PLK4,5,0.007
CHIR99021,CAMK1D,33,0.047
CHIR99021,ACVR2B,44,0.063
CHIR99021,FAM20C,53,0.076
CHIR99021,CDC7,74,0.106
CHIR99021,TTBK1,18,0.026
CHIR99021,BMPR1B,44,0.063
CHIR99021,MAPKAPK3,35,0.050
CHIR99021,MELK,34,0.049
CHIR99021,GRK2,40,0.057
CHIR99021,PBK,16,0.023
CHIR99021,GRK5,44,0.063
CHIR99021,MARK3,24,0.034
CHIR99021,TTK,5,0.007
CHIR99021,CAMK2A,34,0.049
CX4945,PIM1,80,0.131
CX4945,DSTYK,14,0.023
CX4945,HASPIN,30,0.049
CX4945,NEK1,6,0.010
CX4945,IRAK1,12,0.020
CX4945,PAK4,106,0.174
CX4945,GRK6,28,0.046
CX4945,MASTL,23,0.038
CX4945,CAMKK2,6,0.010
CX4945,GRK3,15,0.025
CX4945,RAF1,19,0.031
CX4945,NEK4,12,0.020
CX4945,PHKG1,106,0.174
CX4945,PLK1,14,0.023
CX4945,MOS,22,0.036
CX4945,MYO3A,8,0.013
CX4945,SRPK3,49,0.080
CX4945,SNRK,70,0.115
CX4945,ACVR2B,22,0.036
CX4945,WNK4,74,0.122
CX4945,BMPR1B,74,0.122
CX4945,PBK,11,0.018
CX4945,CAMKK1,5,0.008
CX4945,NEK8,17,0.028
CX4945,TTK,3,0.005
CX4945,ROCK1,82,0.135
CX4945,NEK11,56,0.092
CX4945,SMG1,10,0.016
CX4945,CDK2,38,0.062
CX4945,MAPKAPK2,41,0.067
CX4945,BMPR1A,73,0.120
CX4945,GAK,2,0.003
CX4945,IRAK4,23,0.038
CX4945,LRRK2,19,0.031
CX4945,ROCK2,83,0.136
CX4945,PLK3,21,0.034
CX4945,PKN1,107,0.176
CX4945,PKN3,25,0.041
CX4945,ULK1,51,0.084
CX4945,CLK2,102,0.167
CX4945,PINK1,32,0.053
CX4945,NEK6,11,0.018
CX4945,CAMK2G,56,0.092
CX4945,LATS2,29,0.048
CX4945,NEK7,13,0.021
CX4945,GRK7,23,0.038
CX4945,PLK4,12,0.020
CX4945,CDC7,15,0.025
CX4945,SGK1,79,0.130
CX4945,MARK3,70,0.115
CX4945,PASK,38,0.062
CX4945,NEK5,7,0.011
CX4945,TLK2,21,0.034
CX4945,TLK1,7,0.011
CX4945,LATS1,28,0.046
CX4945,AAK1,3,0.005
CX4945,PIM3,74,0.122
CX4945,CDK6,105,0.172
CX4945,BRSK2,71,0.117
CX4945,MARK1,72,0.118
CX4945,STK33,27,0.044
CX4945,MYO3B,8,0.013
CX4945,NEK2,52,0.085
CX4945,TTBK2,91,0.149
CX4945,GSK3A,31,0.051
CX4945,TGFBR2,4,0.007
CX4945,MST1,8,0.013
CX4945,MARK2,74,0.122
CX4945,PRKX,80,0.131
CX4945,DAPK2,74,0.122
CX4945,NEK9,9,0.015
CX4945,EEF2K,9,0.015
CX4945,ACVR2A,17,0.028
CX4945,HUNK,13,0.021
CX4945,FAM20C,25,0.041
CX4945,SRPK2,58,0.095
CX4945,MELK,74,0.122
CX4945,GRK5,22,0.036
CX4945,PDK1,24,0.039
CX4945,PHKG2,107,0.176
CX4945,ULK2,9,0.015
CX4945,BCKDK,22,0.036
CX4945,PLK2,18,0.030
CX4945,NLK,115,0.189
CX4945,BRSK1,74,0.122
CX4945,GRK4,20,0.033
CX4945,ATM,19,0.031
CX4945,SGK3,73,0.120
CX4945,BMPR2,6,0.010
CX4945,GRK1,21,0.034
CX4945,TGFBR1,76,0.125
CX4945,VRK1,5,0.008
CX4945,TBK1,8,0.013
CX4945,CAMK1G,78,0.128
CX4945,PKN2,107,0.176
Dabrafenib,DYRK4,26,0.037
Dabrafenib,PAK1,88,0.125
Dabrafenib,PIM1,48,0.068
Dabrafenib,DSTYK,6,0.009
Dabrafenib,PAK4,109,0.155
Dabrafenib,MASTL,14,0.020
Dabrafenib,PAK5,89,0.126
Dabrafenib,DAPK1,92,0.131
Dabrafenib,PHKG1,125,0.178
Dabrafenib,HIPK1,21,0.030
Dabrafenib,HIPK2,26,0.037
Dabrafenib,PLK1,6,0.009
Dabrafenib,MOS,11,0.016
Dabrafenib,VRK2,7,0.010
Dabrafenib,MYLK4,123,0.175
Dabrafenib,CDK7,24,0.034
Dabrafenib,SNRK,75,0.107
Dabrafenib,CAMK1D,81,0.115
Dabrafenib,ACVR2B,15,0.021
Dabrafenib,WNK4,60,0.085
Dabrafenib,BMPR1B,11,0.016
Dabrafenib,BUB1,72,0.102
Dabrafenib,NEK8,107,0.152
Dabrafenib,TTK,4,0.006
Dabrafenib,SRPK1,20,0.028
Dabrafenib,SMG1,9,0.013
Dabrafenib,CDK2,33,0.047
Dabrafenib,PRKD3,75,0.107
Dabrafenib,BMPR1A,11,0.016
Dabrafenib,GAK,5,0.007
Dabrafenib,IRAK4,23,0.033
Dabrafenib,PRPK,12,0.017
Dabrafenib,ROCK2,101,0.143
Dabrafenib,PLK3,12,0.017
Dabrafenib,PKN3,150,0.213
Dabrafenib,CDK4,17,0.024
Dabrafenib,DAPK3,87,0.124
Dabrafenib,PIM2,106,0.151
Dabrafenib,PKN1,104,0.148
Dabrafenib,ULK1,6,0.009
Dabrafenib,CDK16,38,0.054
Dabrafenib,PINK1,24,0.034
Dabrafenib,NEK6,10,0.014
Dabrafenib,LATS2,64,0.091
Dabrafenib,NEK7,13,0.018
Dabrafenib,GRK7,17,0.024
Dabrafenib,CDC7,10,0.014
Dabrafenib,CDK17,42,0.060
Dabrafenib,SGK1,126,0.179
Dabrafenib,GRK2,11,0.016
Dabrafenib,CDK19,26,0.037
Dabrafenib,TLK2,25,0.036
Dabrafenib,CDK8,31,0.044
Dabrafenib,TLK1,3,0.004
Dabrafenib,PAK2,88,0.125
Dabrafenib,AAK1,8,0.011
Dabrafenib,PIM3,50,0.071
Dabrafenib,CDK6,29,0.041
Dabrafenib,HIPK3,25,0.036
Dabrafenib,CAMK4,77,0.109
Dabrafenib,AKT3,108,0.153
Dabrafenib,CDK5,21,0.030
Dabrafenib,GSK3B,25,0.036
Dabrafenib,STK33,24,0.034
Dabrafenib,DYRK3,20,0.028
Dabrafenib,AKT2,114,0.162
Dabrafenib,PRKX,95,0.135
Dabrafenib,DAPK2,100,0.142
Dabrafenib,ACVR2A,12,0.017
Dabrafenib,MOK,16,0.023
Dabrafenib,FAM20C,25,0.036
Dabrafenib,DYRK1A,30,0.043
Dabrafenib,CDK3,28,0.040
Dabrafenib,MELK,77,0.109
Dabrafenib,PDK1,91,0.129
Dabrafenib,PHKG2,67,0.095
Dabrafenib,WNK3,71,0.101
Dabrafenib,CDK14,63,0.089
Dabrafenib,BCKDK,10,0.014
Dabrafenib,AKT1,104,0.148
Dabrafenib,PAK3,93,0.132
Dabrafenib,PLK2,11,0.016
Dabrafenib,NLK,17,0.024
Dabrafenib,MAPKAPK5,59,0.084
Dabrafenib,CDK10,14,0.020
Dabrafenib,CLK3,19,0.027
Dabrafenib,MTOR,17,0.024
Dabrafenib,DYRK1B,28,0.040
Dabrafenib,PAK6,95,0.135
Dabrafenib,CDK9,24,0.034
Dabrafenib,GRK4,7,0.010
Dabrafenib,RIPK1,83,0.118
Dabrafenib,ATM,12,0.017
Dabrafenib,SGK3,120,0.170
Dabrafenib,BMPR2,2,0.003
Dabrafenib,DYRK2,22,0.031
Dabrafenib,GRK1,14,0.020
Dabrafenib,TGFBR1,11,0.016
Dabrafenib,PRKD2,77,0.109
Dabrafenib,MAK,22,0.031
Dabrafenib,HIPK4,27,0.038
Dabrafenib,CAMK1G,77,0.109
Dabrafenib,MAPKAPK3,95,0.135
Dabrafenib,PKN2,118,0.168
Dabrafenib,CDK1,30,0.043
Dabrafenib,CAMK2A,55,0.078
Dasatinib,NUAK2,22,0.037
Dasatinib,DYRK4,39,0.065
Dasatinib,PAK1,38,0.063
Dasatinib,DSTYK,10,0.017
Dasatinib,PIM1,20,0.033
Dasatinib,IRAK1,100,0.167
Dasatinib,GRK6,27,0.045
Dasatinib,MASTL,16,0.027
Dasatinib,GRK3,28,0.047
Dasatinib,NUAK1,26,0.043
Dasatinib,RAF1,37,0.062
Dasatinib,NEK4,6,0.010
Dasatinib,PAK5,77,0.129
Dasatinib,DAPK1,63,0.105
Dasatinib,PHKG1,43,0.072
Dasatinib,HIPK2,36,0.060
Dasatinib,PLK1,8,0.013
Dasatinib,MOS,21,0.035
Dasatinib,VRK2,5,0.008
Dasatinib,MYLK4,68,0.114
Dasatinib,SRPK3,22,0.037
Dasatinib,CDK7,16,0.027
Dasatinib,RIPK2,32,0.053
Dasatinib,SNRK,40,0.067
Dasatinib,CAMK1D,60,0.100
Dasatinib,ACVR2B,29,0.048
Dasatinib,WNK4,40,0.067
Dasatinib,CAMK2D,42,0.070
Dasatinib,BMPR1B,28,0.047
Dasatinib,PBK,6,0.010
Dasatinib,NEK8,9,0.015
Dasatinib,TTK,5,0.008
Dasatinib,ROCK1,36,0.060
Dasatinib,SRPK1,29,0.048
Dasatinib,NEK11,12,0.020
Dasatinib,SMG1,8,0.013
Dasatinib,CDK2,26,0.043
Dasatinib,MAPKAPK2,42,0.070
Dasatinib,PRKD3,67,0.112
Dasatinib,BMPR1A,29,0.048
Dasatinib,GAK,4,0.007
Dasatinib,IRAK4,13,0.022
Dasatinib,PRPK,93,0.155
Dasatinib,ROCK2,38,0.063
Dasatinib,PKN3,21,0.035
Dasatinib,CDK4,14,0.023
Dasatinib,DAPK3,42,0.070
Dasatinib,PIM2,23,0.038
Dasatinib,PKN1,43,0.072
Dasatinib,PLK3,20,0.033
Dasatinib,ULK1,5,0.008
Dasatinib,CLK2,32,0.053
Dasatinib,CDK16,21,0.035
Dasatinib,PINK1,16,0.027
Dasatinib,NEK6,9,0.015
Dasatinib,LATS2,19,0.032
Dasatinib,NEK7,8,0.013
Dasatinib,GRK7,80,0.134
Dasatinib,PLK4,43,0.072
Dasatinib,CDC7,11,0.018
Dasatinib,SGK1,41,0.068
Dasatinib,GRK2,30,0.050
Dasatinib,MARK3,21,0.035
Dasatinib,CDK19,25,0.042
Dasatinib,PASK,34,0.057
Dasatinib,MAP3K15,5,0.008
Dasatinib,NEK5,6,0.010
Dasatinib,CDK8,31,0.052
Dasatinib,RIPK3,84,0.140
Dasatinib,TLK1,5,0.008
Dasatinib,TLK2,7,0.012
Dasatinib,PAK2,39,0.065
Dasatinib,LATS1,23,0.038
Dasatinib,AAK1,5,0.008
Dasatinib,PIM3,94,0.157
Dasatinib,CDK6,16,0.027
Dasatinib,TSSK2,40,0.067
Dasatinib,BRSK2,25,0.042
Dasatinib,CAMK4,47,0.078
Dasatinib,HIPK3,29,0.048
Dasatinib,AKT3,46,0.077
Dasatinib,MARK1,44,0.073
Dasatinib,CDK5,21,0.035
Dasatinib,GSK3B,29,0.048
Dasatinib,TTBK2,9,0.015
Dasatinib,DYRK3,38,0.063
Dasatinib,GSK3A,28,0.047
Dasatinib,AKT2,48,0.080
Dasatinib,CDK13,23,0.038
Dasatinib,TGFBR2,4,0.007
Dasatinib,CDKL1,14,0.023
Dasatinib,MST1,7,0.012
Dasatinib,MARK2,19,0.032
Dasatinib,PRKX,17,0.028
Dasatinib,DAPK2,42,0.070
Dasatinib,NEK9,10,0.017
Dasatinib,EEF2K,8,0.013
Dasatinib,ACVR2A,27,0.045
Dasatinib,MOK,23,0.038
Dasatinib,HUNK,13,0.022
Dasatinib,FAM20C,30,0.050
Dasatinib,SRPK2,31,0.052
Dasatinib,DYRK1A,33,0.055
Dasatinib,CDK3,28,0.047
Dasatinib,MELK,51,0.085
Dasatinib,GRK5,27,0.045
Dasatinib,ATR,56,0.093
Dasatinib,PDK1,32,0.053
Dasatinib,PHKG2,40,0.067
Dasatinib,ULK2,7,0.012
Dasatinib,WNK3,46,0.077
Dasatinib,CDK14,45,0.075
Dasatinib,BCKDK,33,0.055
Dasatinib,NEK3,50,0.083
Dasatinib,CDKL5,20,0.033
Dasatinib,PAK3,36,0.060
Dasatinib,CLK1,50,0.083
Dasatinib,PLK2,23,0.038
Dasatinib,NLK,12,0.020
Dasatinib,MAPKAPK5,48,0.080
Dasatinib,CDK10,15,0.025
Dasatinib,BRSK1,47,0.078
Dasatinib,CLK3,36,0.060
Dasatinib,MTOR,22,0.037
Dasatinib,DYRK1B,37,0.062
Dasatinib,CAMK2B,43,0.072
Dasatinib,CDK9,25,0.042
Dasatinib,GRK4,21,0.035
Dasatinib,PAK6,73,0.122
Dasatinib,RIPK1,72,0.120
Dasatinib,ATM,10,0.017
Dasatinib,SGK3,42,0.070
Dasatinib,BMPR2,11,0.018
Dasatinib,DYRK2,35,0.058
Dasatinib,GRK1,21,0.035
Dasatinib,TGFBR1,26,0.043
Dasatinib,PRKD2,49,0.082
Dasatinib,TBK1,9,0.015
Dasatinib,MAK,19,0.032
Dasatinib,HIPK4,38,0.063
Dasatinib,TTBK1,75,0.125
Dasatinib,CLK4,50,0.083
Dasatinib,CAMK1G,48,0.080
Dasatinib,MAPKAPK3,40,0.067
Dasatinib,PKN2,41,0.068
Dasatinib,CDK1,34,0.057
Dasatinib,CAMK2A,39,0.065
FRAX486,BRAF,5,0.016
FRAX486,PIM1,41,0.131
FRAX486,DSTYK,5,0.016
FRAX486,IRAK1,6,0.019
FRAX486,GRK6,19,0.061
FRAX486,MASTL,27,0.087
FRAX486,GRK3,7,0.022
FRAX486,NUAK1,11,0.035
FRAX486,RAF1,12,0.038
FRAX486,NEK4,5,0.016
FRAX486,DAPK1,22,0.071
FRAX486,PHKG1,30,0.096
FRAX486,PLK1,9,0.029
FRAX486,MOS,15,0.048
FRAX486,MYLK4,16,0.051
FRAX486,SRPK3,34,0.109
FRAX486,RIPK2,12,0.038
FRAX486,SNRK,13,0.042
FRAX486,CAMK1D,21,0.067
FRAX486,ACVR2B,13,0.042
FRAX486,CAMK2D,17,0.054
FRAX486,BMPR1B,11,0.035
FRAX486,PRKD1,17,0.054
FRAX486,SMG1,6,0.019
FRAX486,MAPKAPK2,20,0.064
FRAX486,PRKD3,19,0.061
FRAX486,BMPR1A,12,0.038
FRAX486,PRPK,12,0.038
FRAX486,PLK3,9,0.029
FRAX486,PKN3,14,0.045
FRAX486,DAPK3,19,0.061
FRAX486,PIM2,43,0.138
FRAX486,PKN1,17,0.054
FRAX486,ULK1,2,0.006
FRAX486,CLK2,53,0.170
FRAX486,CAMK2G,18,0.058
FRAX486,LATS2,16,0.051
FRAX486,GRK7,12,0.038
FRAX486,PLK4,7,0.022
FRAX486,CDC7,14,0.045
FRAX486,GRK2,8,0.026
FRAX486,MARK3,18,0.058
FRAX486,PASK,18,0.058
FRAX486,TLK2,4,0.013
FRAX486,TLK1,6,0.019
FRAX486,LATS1,13,0.042
FRAX486,PIM3,19,0.061
FRAX486,TSSK2,16,0.051
FRAX486,BRSK2,22,0.071
FRAX486,CAMK4,19,0.061
FRAX486,MARK1,16,0.051
FRAX486,NEK2,10,0.032
FRAX486,TTBK2,11,0.035
FRAX486,GSK3A,17,0.054
FRAX486,TGFBR2,4,0.013
FRAX486,MST1,2,0.006
FRAX486,MARK2,16,0.051
FRAX486,PRKX,37,0.119
FRAX486,DAPK2,17,0.054
FRAX486,ACVR2A,13,0.042
FRAX486,HUNK,3,0.010
FRAX486,FAM20C,16,0.051
FRAX486,SRPK2,37,0.119
FRAX486,MELK,15,0.048
FRAX486,GRK5,16,0.051
FRAX486,ATR,12,0.038
FRAX486,PHKG2,16,0.051
FRAX486,ULK2,5,0.016
FRAX486,WNK3,10,0.032
FRAX486,BCKDK,10,0.032
FRAX486,MARK4,15,0.048
FRAX486,PLK2,8,0.026
FRAX486,MAPKAPK5,21,0.067
FRAX486,BRSK1,27,0.087
FRAX486,PAK6,32,0.103
FRAX486,GRK4,14,0.045
FRAX486,ATM,12,0.038
FRAX486,BMPR2,5,0.016
FRAX486,GRK1,18,0.058
FRAX486,TGFBR1,11,0.035
FRAX486,PRKD2,19,0.061
FRAX486,TBK1,2,0.006
FRAX486,TTBK1,10,0.032
FRAX486,CLK4,52,0.167
FRAX486,CAMK1G,13,0.042
FRAX486,MAPKAPK3,26,0.083
FRAX486,CAMK2A,17,0.054
GDC0941,DYRK4,97,0.111
GDC0941,PAK1,100,0.114
GDC0941,PIM1,100,0.114
GDC0941,DSTYK,18,0.021
GDC0941,IRAK1,116,0.132
GDC0941,PAK4,88,0.100
GDC0941,GRK6,55,0.063
GDC0941,CAMKK2,8,0.009
GDC0941,GRK3,38,0.043
GDC0941,PAK5,108,0.123
GDC0941,DAPK1,56,0.064
GDC0941,HIPK1,102,0.116
GDC0941,HIPK2,93,0.106
GDC0941,PLK1,6,0.007
GDC0941,MOS,34,0.039
GDC0941,MYO3A,10,0.011
GDC0941,SRPK3,71,0.081
GDC0941,CDK7,89,0.101
GDC0941,CAMK1D,150,0.171
GDC0941,ACVR2B,40,0.046
GDC0941,CAMK2D,36,0.041
GDC0941,BMPR1B,158,0.180
GDC0941,PBK,21,0.024
GDC0941,CAMKK1,10,0.011
GDC0941,BUB1,34,0.039
GDC0941,ROCK1,120,0.137
GDC0941,MAPKAPK2,101,0.115
GDC0941,PRKD3,124,0.141
GDC0941,BMPR1A,158,0.180
GDC0941,GAK,101,0.115
GDC0941,PRPK,23,0.026
GDC0941,ROCK2,119,0.136
GDC0941,PLK3,36,0.041
GDC0941,PIM2,128,0.146
GDC0941,DAPK3,47,0.054
GDC0941,CLK2,114,0.130
GDC0941,PINK1,32,0.036
GDC0941,LATS2,133,0.152
GDC0941,GRK7,162,0.185
GDC0941,CDC7,29,0.033
GDC0941,SGK1,125,0.143
GDC0941,GRK2,35,0.040
GDC0941,PASK,36,0.041
GDC0941,TLK2,112,0.128
GDC0941,TLK1,15,0.017
GDC0941,LATS1,42,0.048
GDC0941,PIM3,53,0.060
GDC0941,HIPK3,111,0.127
GDC0941,CAMK4,115,0.131
GDC0941,AKT3,129,0.147
GDC0941,GSK3B,77,0.088
GDC0941,STK33,28,0.032
GDC0941,DYRK3,117,0.133
GDC0941,AKT2,136,0.155
GDC0941,GSK3A,24,0.027
GDC0941,MARK2,119,0.136
GDC0941,PRKX,166,0.189
GDC0941,ACVR2A,39,0.044
GDC0941,MOK,98,0.112
GDC0941,HUNK,51,0.058
GDC0941,FAM20C,65,0.074
GDC0941,SRPK2,113,0.129
GDC0941,GRK5,44,0.050
GDC0941,ATR,93,0.106
GDC0941,BCKDK,28,0.032
GDC0941,PAK3,98,0.112
GDC0941,CLK1,114,0.130
GDC0941,PLK2,41,0.047
GDC0941,CLK3,71,0.081
GDC0941,MTOR,154,0.176
GDC0941,DYRK1B,100,0.114
GDC0941,GRK4,39,0.044
GDC0941,ATM,17,0.019
GDC0941,SGK3,113,0.129
GDC0941,BMPR2,15,0.017
GDC0941,DYRK2,92,0.105
GDC0941,GRK1,50,0.057
GDC0941,TGFBR1,157,0.179
GDC0941,PRKD2,126,0.144
GDC0941,TBK1,12,0.014
GDC0941,HIPK4,93,0.106
GDC0941,TTBK1,44,0.050
GDC0941,CLK4,172,0.196
GDC0941,CAMK1G,111,0.127
GDC0941,CDK1,54,0.062
GDC0941,CAMK2A,42,0.048
GDC0994,NUAK2,48,0.080
GDC0994,DYRK4,145,0.241
GDC0994,PAK1,100,0.166
GDC0994,DSTYK,13,0.022
GDC0994,PIM1,48,0.080
GDC0994,HASPIN,125,0.208
GDC0994,NEK1,4,0.007
GDC0994,GRK6,31,0.052
GDC0994,MASTL,11,0.018
GDC0994,CAMKK2,5,0.008
GDC0994,GRK3,26,0.043
GDC0994,NUAK1,18,0.030
GDC0994,CDK18,93,0.155
GDC0994,PAK5,94,0.156
GDC0994,DAPK1,101,0.168
GDC0994,PHKG1,97,0.161
GDC0994,HIPK1,140,0.233
GDC0994,HIPK2,135,0.225
GDC0994,PLK1,9,0.015
GDC0994,MOS,27,0.045
GDC0994,VRK2,3,0.005
GDC0994,MYLK4,95,0.158
GDC0994,SRPK3,41,0.068
GDC0994,CDK7,131,0.218
GDC0994,SNRK,96,0.160
GDC0994,CAMK1D,99,0.165
GDC0994,ACVR2B,29,0.048
GDC0994,WNK4,91,0.151
GDC0994,CAMK2D,21,0.035
GDC0994,BMPR1B,27,0.045
GDC0994,PBK,9,0.015
GDC0994,CAMKK1,2,0.003
GDC0994,BUB1,21,0.035
GDC0994,NEK8,9,0.015
GDC0994,TTK,3,0.005
GDC0994,PRKD1,31,0.052
GDC0994,ROCK1,93,0.155
GDC0994,SRPK1,148,0.246
GDC0994,CDK2,25,0.042
GDC0994,MAPKAPK2,33,0.055
GDC0994,PRKD3,94,0.156
GDC0994,BMPR1A,26,0.043
GDC0994,GAK,143,0.238
GDC0994,IRAK4,14,0.023
GDC0994,LRRK2,10,0.017
GDC0994,PRPK,16,0.027
GDC0994,ROCK2,94,0.156
GDC0994,PKN3,26,0.043
GDC0994,CDK4,124,0.206
GDC0994,DAPK3,101,0.168
GDC0994,PIM2,57,0.095
GDC0994,PKN1,98,0.163
GDC0994,PLK3,23,0.038
GDC0994,CLK2,126,0.210
GDC0994,CDK16,93,0.155
GDC0994,PINK1,20,0.033
GDC0994,NEK6,10,0.017
GDC0994,CAMK2G,38,0.063
GDC0994,LATS2,157,0.261
GDC0994,GRK7,133,0.221
GDC0994,CDC7,21,0.035
GDC0994,SGK1,98,0.163
GDC0994,GRK2,22,0.037
GDC0994,MARK3,48,0.080
GDC0994,CDK19,122,0.203
GDC0994,PASK,26,0.043
GDC0994,TLK2,12,0.020
GDC0994,CDK8,19,0.032
GDC0994,TLK1,3,0.005
GDC0994,PAK2,97,0.161
GDC0994,LATS1,26,0.043
GDC0994,PIM3,27,0.045
GDC0994,CDK6,105,0.175
GDC0994,TSSK2,140,0.233
GDC0994,BRSK2,51,0.085
GDC0994,CAMK4,96,0.160
GDC0994,HIPK3,142,0.236
GDC0994,AKT3,99,0.165
GDC0994,MARK1,47,0.078
GDC0994,CDK5,114,0.190
GDC0994,GSK3B,23,0.038
GDC0994,STK33,15,0.025
GDC0994,MYO3B,4,0.007
GDC0994,NEK2,6,0.010
GDC0994,DYRK3,138,0.230
GDC0994,GSK3A,27,0.045
GDC0994,AKT2,102,0.170
GDC0994,TGFBR2,5,0.008
GDC0994,CDKL1,27,0.045
GDC0994,MARK2,46,0.077
GDC0994,PRKX,53,0.088
GDC0994,DAPK2,100,0.166
GDC0994,NEK9,8,0.013
GDC0994,ACVR2A,29,0.048
GDC0994,MOK,129,0.215
GDC0994,HUNK,12,0.020
GDC0994,FAM20C,36,0.060
GDC0994,SRPK2,148,0.246
GDC0994,MELK,96,0.160
GDC0994,CDK3,117,0.195
GDC0994,GRK5,25,0.042
GDC0994,ATR,103,0.171
GDC0994,PDK1,15,0.025
GDC0994,PHKG2,96,0.160
GDC0994,ULK2,10,0.017
GDC0994,BCKDK,10,0.017
GDC0994,NEK3,6,0.010
GDC0994,CDKL5,102,0.170
GDC0994,MARK4,9,0.015
GDC0994,PAK3,96,0.160
GDC0994,CLK1,145,0.241
GDC0994,PLK2,27,0.045
GDC0994,NLK,129,0.215
GDC0994,MAPKAPK5,95,0.158
GDC0994,CDK10,139,0.231
GDC0994,BRSK1,56,0.093
GDC0994,CLK3,50,0.083
GDC0994,MTOR,26,0.043
GDC0994,DYRK1B,142,0.236
GDC0994,CAMK2B,21,0.035
GDC0994,CDK9,132,0.220
GDC0994,GRK4,22,0.037
GDC0994,PAK6,94,0.156
GDC0994,RIPK1,48,0.080
GDC0994,ATM,11,0.018
GDC0994,SGK3,95,0.158
GDC0994,BMPR2,10,0.017
GDC0994,DYRK2,140,0.233
GDC0994,GRK1,33,0.055
GDC0994,TGFBR1,27,0.045
GDC0994,VRK1,3,0.005
GDC0994,MAK,103,0.171
GDC0994,HIPK4,135,0.225
GDC0994,CLK4,144,0.240
GDC0994,CAMK1G,98,0.163
GDC0994,MAPKAPK3,95,0.158
